2025-01-05 22:04:24,929 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:05:11,889 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:09:43,418 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:09:43,975 - crustdata_assistant - ERROR - Error loading vector store: Error in faiss::FileIOReader::FileIOReader(const char *) at /Users/runner/work/faiss-wheels/faiss-wheels/faiss/faiss/impl/io.cpp:68: Error: 'f' failed: could not open /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index/index.faiss for reading: No such file or directory
2025-01-05 22:09:43,975 - crustdata_assistant - INFO - Creating new vector store
2025-01-05 22:10:09,365 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:14:45,943 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:14:45,977 - crustdata_assistant - ERROR - Error loading vector store: Error in faiss::FileIOReader::FileIOReader(const char *) at /Users/runner/work/faiss-wheels/faiss-wheels/faiss/faiss/impl/io.cpp:68: Error: 'f' failed: could not open /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index/index.faiss for reading: No such file or directory
2025-01-05 22:14:45,977 - crustdata_assistant - INFO - Creating new vector store
2025-01-05 22:14:47,308 - crustdata_assistant - INFO - Saved vector store to /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:14:47,308 - crustdata_assistant - INFO - Vector store created and saved
2025-01-05 22:17:17,105 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:17:17,161 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:17:17,161 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:17:26,928 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:17:26,949 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:17:26,949 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:17:26,957 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:18:57,051 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:18:57,076 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:18:57,076 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:18:57,086 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:27:59,403 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:27:59,427 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:27:59,427 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:27:59,437 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:29:07,731 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:29:07,769 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:29:07,769 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:29:07,786 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:37:26,481 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:37:26,507 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:37:26,507 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:37:26,516 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:40:42,995 - crustdata_assistant - INFO - Processing message: Hi...
2025-01-05 22:40:45,012 - crustdata_assistant - INFO - Successfully generated response
2025-01-05 22:41:01,813 - crustdata_assistant - INFO - Processing message: How do I search for people given their current tit...
2025-01-05 22:41:03,628 - crustdata_assistant - INFO - Successfully generated response
2025-01-05 22:43:38,647 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:43:38,677 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:43:38,677 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 22:43:38,688 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:46:15,869 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 22:46:15,897 - crustdata_assistant - ERROR - Error loading vector store: Error in faiss::FileIOReader::FileIOReader(const char *) at /Users/runner/work/faiss-wheels/faiss-wheels/faiss/faiss/impl/io.cpp:68: Error: 'f' failed: could not open /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index/index.faiss for reading: No such file or directory
2025-01-05 22:46:15,897 - crustdata_assistant - INFO - Creating new vector store
2025-01-05 22:46:15,898 - crustdata_assistant - INFO - Loaded markdown file: api_docs_1.md
2025-01-05 22:46:15,899 - crustdata_assistant - INFO - Loaded markdown file: api_docs_4.md
2025-01-05 22:46:15,899 - crustdata_assistant - INFO - Loaded markdown file: api_docs_2.md
2025-01-05 22:46:15,899 - crustdata_assistant - INFO - Processing document: api_docs_1
2025-01-05 22:46:15,905 - crustdata_assistant - INFO - Created 99 chunks from api_docs_1
2025-01-05 22:46:15,905 - crustdata_assistant - INFO - Processing document: api_docs_4
2025-01-05 22:46:15,906 - crustdata_assistant - INFO - Created 42 chunks from api_docs_4
2025-01-05 22:46:15,906 - crustdata_assistant - INFO - Processing document: api_docs_2
2025-01-05 22:46:15,907 - crustdata_assistant - INFO - Created 49 chunks from api_docs_2
2025-01-05 22:46:18,319 - crustdata_assistant - INFO - Added 190 documents to vector store
2025-01-05 22:46:18,321 - crustdata_assistant - INFO - Saved vector store to /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 22:46:18,321 - crustdata_assistant - INFO - Vector store created and saved
2025-01-05 22:46:18,330 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 22:46:55,371 - crustdata_assistant - INFO - Processing message: Hi...
2025-01-05 22:46:56,523 - crustdata_assistant - INFO - Successfully generated response
2025-01-05 22:47:08,248 - crustdata_assistant - INFO - Processing message: How do I search for people given their current tit...
2025-01-05 22:47:12,597 - crustdata_assistant - INFO - Successfully generated response
2025-01-05 22:53:40,641 - crustdata_assistant - INFO - Processing message: I tried using the screener/person/search API to co...
2025-01-05 22:53:45,610 - crustdata_assistant - INFO - Successfully generated response
2025-01-05 23:01:16,962 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-05 23:01:17,006 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-05 23:01:17,006 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-05 23:01:17,014 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-05 23:01:49,460 - crustdata_assistant - INFO - Processing message: How do I search for people given their current tit...
2025-01-05 23:01:56,330 - crustdata_assistant - INFO - Successfully generated response
2025-01-06 00:12:15,428 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-06 00:12:15,512 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-06 00:12:15,512 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-06 00:12:15,520 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-06 17:12:24,977 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-06 17:12:25,025 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-06 17:12:25,025 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-06 17:12:25,595 - crustdata_assistant - INFO - ChatHandler initialized successfully
2025-01-06 17:13:06,689 - crustdata_assistant - INFO - Processing message: How do I search for people given their current tit...
2025-01-06 17:13:11,441 - crustdata_assistant - INFO - Running API call in simulation mode
2025-01-06 17:16:19,747 - crustdata_assistant - INFO - Initializing ChatHandler
2025-01-06 17:16:19,794 - crustdata_assistant - INFO - Loaded vector store from /Users/vedantbarbhaya/PycharmProjects/CrustDataProject/CrustDataProject/backend/app/vector_store/faiss_index
2025-01-06 17:16:19,794 - crustdata_assistant - INFO - Loaded existing vector store
2025-01-06 17:16:20,330 - crustdata_assistant - INFO - ChatHandler initialized successfully
